Propagation time (micsec),ExcitationSignal,A0 Propagated signal (nm),A1 Propagated signal (nm),A2 Propagated signal (nm),A3 Propagated signal (nm),A4 Propagated signal (nm),S0 Propagated signal (nm),S1 Propagated signal (nm),S2 Propagated signal (nm),S3 Propagated signal (nm),Sum Propagated signal (nm)
0,0,"-0,000190292354958277","-0,000137885000550241","-0,0000875234619113182","0,000193445600462678","-0,000461444381247096","-0,000212099470197828","0,0000987501756633935","-0,0000646447156289475","-0,0000195872773838265","-0,000881280885751462"
"0,0375629178874615","-0,0000375457122299754","-0,000200904846836766","-0,000133875635395427","-0,000100991573916639","0,00019109925595866","-0,000625445887998365","-0,000162073118843866","0,00012509012406511","-0,0000848106364946987","0,0000514006719441168","-0,000940511647517874"
"0,075125835774923","-0,000127748118408023","-0,000191894047842978","-0,000117803780165327","-0,000106221168183764","0,000173306446412815","-0,000733077305213044","-0,000096707915976608","0,000140394624849167","-0,000094125991421068","0,000117589819889447","-0,00090853931765136"
"0,112688753662385","-0,000208818751605977","-0,000163971019579382","-0,0000906937855001175","-0,000102329621179026","0,000141645448563527","-0,000774596028963895","-0,0000223486114211706","0,000142953824110656","-0,0000915355591446242","0,000172120395135639","-0,000788754957978394"
"0,150251671549846","-0,000195150936686803","-0,000119673379393321","-0,0000546148249341313","-0,0000892529125684143","0,0000988214610071986","-0,00074617405169215","0,0000538246184255583","0,000132216485661435","-0,0000774480020521339","0,00020930752849202","-0,000592993077053939"
"0,187814589437308","-6,04140178541425E-020","-0,0000631375441418611","-0,0000125307958923493","-0,0000677789402640886","0,0000484296268270597","-0,000650255600828258","0,000124485063107251","0,000108868409904389","-0,0000536888165946662","0,000225251852931163","-0,000340356744951361"
"0,225377507324769","0,000438974051092265","0,000000281469505598237","0,000031939169137406","-0,0000394978912571741","-0,00000535393688258909","-0,000495357917986154","0,000182858559257338","0,000074796502239634","-0,0000232805222295162","0,000218263452144719","-0,0000553511160707388"
"0,262940425212231","0,00113630376262084","0,0000645086348223005","0,000074830985808532","-0,00000667376169566643","-0,0000581257319577283","-0,000295329773808136","0,000223366947362303","0,0000329390991748165","0,00000992460897399857","0,000189051579706292","0,000234492588386713"
"0,300503343099692","0,00204235653321935","0,000123320676565236","0,000112190541964304","0,0000279508114930321","-0,000105622302446103","-0,0000681301965323932","0,000242155835028501","-0,0000129662070538768","0,0000417158512653396","0,000140657750089175","0,000501272760373215"
"0,338066260987154","0,00303800238026615","0,000170938541357788","0,000140441665627343","0,0000613975642499838","-0,000144070055188602","0,000165767195017859","0,00023745777745885","-0,0000587161066236672","0,0000680428394467719","0,0000781377312114739","0,000719397152557801"
"0,375629178874615","0,00394264934276109","0,000202585484456448","0,000156732851144428","0,0000907200135795066","-0,000170488183082012","0,000385204726916804","0,000209757517928337","-0,0001000271109673","0,0000855189978137643","0,00000802556710328337","0,000868029864893258"
"0,413192096762076","0,00453586162368268","0,000214957986003043","0,000159228933172113","0,000113269705160587","-0,000182920056688681","0,000570244306392369","0,000161744372859333","-0,000132938005189379","0,0000918478525790978","-0,0000623630541854766","0,000933072040103007"
"0,450755014649538","0,00459046568176624","0,000206563857129465","0,000147317664016101","0,00012693628065341","-0,000180575148931112","0,000703974193766798","0,0000980565275709648","-0,000154191525846107","0,000086119180924314","-0,000125712736533622","0,00090848829275021"
"0,488317932537","0,00391290282140717","0,000177893369507561","0,000121708014412277","0,000130339360697975","-0,000163871639714456","0,000774055752973295","0,0000248411739373448","-0,000161558458991599","0,0000689371958395997","-0,000175490458534597","0,000796854310127401"
"0,525880850424461","0,00238494147498106","0,000131404130433112","0,0000844064721505834","0,000122955314186202","-0,000134378550856232","0,000773868496556041","-0,0000508286213333414","-0,000154071767317212","0,000042363010622718","-0,000206642244621953","0,000609076239819919"
"0,563443768311922","1,62688962744083E-018","0,0000713174806591116","0,0000385688596336984","0,000105168497717604","-0,0000946647949335566","0,000703146228961521","-0,000121626172013064","-0,000132146012905594","0,00000967609980538145","-0,000216127994795945","0,000363312192129157"
"0,601006686199384","-0,0031125655820304","0,00000324192153031765","-0,0000117627922840134","0,0000782437648994436","-0,0000480701382646382","0,000568041743460249","-0,000180670018827617","-0,0000975676319098236","-0,0000250183248504912","-0,000203235751951832","0,0000832027718015947"
"0,638569604086846","-0,00668073086177537","-0,0000663441368498561","-0,0000620171489432092","0,0000442242035173642","0,00000158085512415758","0,000380608511168027","-0,000222184074423224","-0,000053353645862337","-0,0000572898788837349","-0,000169641043129916","-0,000204416358282727"
"0,676132521974307","-0,010304096407767","-0,000130703776171683","-0,000107513033636354","0,00000576446354824676","0,0000502967810503474","0,000157740619679263","-0,000242056917207163","-0,00000348905839315024","-0,0000829314983602683","-0,0001192052344436","-0,000472097653934361"
"0,713695439861769","-0,0134899126337503","-0,00018349033672766","-0,000143902828440599","-0,0000340848681437253","0,0000942423661465203","-0,000080337895789263","-0,000238246904599043","0,0000474347293372856","-0,0000984891062038271","-0,0000575359154104772","-0,000694410759830789"
"0,75125835774923","-0,0157084194356844","-0,000219371632345057","-0,000167597333036325","-0,0000721229804653994","0,00013004012144524","-0,000311900849249638","-0,000210993554290747","0,000094647857400364","-0,000101707000352082","0,00000864110941881436","-0,00085036426147483"
"0,788821275636692","-0,016462008985537","-0,000234568370961394","-0,000176129828231947","-0,000105254205639483","0,000155027072834995","-0,000515700591584335","-0,000162813218708374","0,00013365625699692","-0,0000918328240948399","0,0000722276186957484","-0,000925388090692709"
"0,826384193524153","-0,0153601295014216","-0,000227252192131092","-0,000168421573860325","-0,000130732842441297","0,000167447514135521","-0,000672921227964908","-0,0000982769383352047","0,000160678475305465","-0,0000697422822172107","0,00012653288336413","-0,000912688184144921"
"0,863947111411615","-0,0121901403535311","-0,000197760953003359","-0,000144919441412426","-0,000146379052537693","0,000166568626927892","-0,000768924281361224","-0,0000235887539106981","0,000173021875575723","-0,0000378651804441792","0,000166000396905257","-0,000813846763260706"
"0,901510029299076","-0,00697381136106865","-0,000148605699693888","-0,000107588145911453","-0,00015075050701403","0,000152712491303413","-0,00079462367505331","0,0000539981586618387","0,000169359877402281","0,0000000816403355151863","0,000186800432171532","-0,0006386154277981"
"0,939072947186537","-7,4923100822826E-018","-0,0000842636644923985","-0,0000597535304668164","-0,000143258358983653","0,000127204879312902","-0,00074735926588789","0,000126874174437234","0,000149880756424419","0,000039525211319784","0,00018722293572763","-0,00040392686260879"
"0,976635865073999","0,00817376139393214","-0,0000107727590357348","-0,00000580821956308408","-0,000124220447376246","0,0000922477100572887","-0,000631183168609375","0,000187810027935294","0,000116290605455261","0,0000755814179703654","0,000167828227478991","-0,00013222660568724"
"1,01419878296146","0,0167546611216357","0,0000648366944897036","0,0000491948073922433","-0,0000948490337929143","0,0000507276574693494","-0,000456526766496394","0,000230667540504427","0,0000716672465322411","0,000103649520152146","0,000131340755361805","0,000150708421612606"
"1,05176170084892","0,0247826751689052","0,000135219931924592","0,000100023062288324","-0,0000571745569322504","0,00000597775405477025","-0,000239273701425969","0,000251015087055169","0,0000201767910185665","0,000119984519097478","0,0000823005675488651","0,000418249454629546"
"1,08932461873638","0,0312284436043166","0,000193439870286995","0,00014177351086823","-0,0000139106706054302","-0,0000384883264489466","0,000000680077362095822","0,000246586283745102","-0,0000333213388940155","0,000122177128727439","0,0000265148131254082","0,000645451348166877"
"1,12688753662384","0,0351117570558743","0,000233661659616711","0,000170359194586531","0,0000317308834278553","-0,0000792484101661635","0,000241249254166566","0,000217534162897883","-0,000083743271542468","0,000109481116671776","-0,0000296257345736681","0,000811398855085023"
"1,16445045451131","0,0356279053295613","0,000251748930260057","0,000182923980895972","0,0000762642559028359","-0,000113229879560327","0,000460197904105172","0,000166451890941182","-0,00012627750293054","0,000082945264234346","-0,0000798850523015447","0,000901139791547154"
"1,20201337239877","0,0322668955454528","0,000245699318929322","0,000178141988802554","0,000116178767985397","-0,000137934989929206","0,000637205025349398","0,0000981532322007169","-0,000156860005588129","0,0000453301485061472","-0,000118889324950797","0,000907024161305403"
"1,23957629028623","0,0249099943675141","0,000215871879487423","0,000156368992730553","0,000148198198534959","-0,000151617875107732","0,000755763579404059","0,0000192294216482917","-0,00017257927938862","0,000000815675412420583","-0,000142721954141251","0,000829328638580104"
"1,27713920817369","0,013889391375588","0,000164979355831969","0,000119627553671592","0,000169533599699078","-0,000153401691325705","0,000804733817294097","-0,0000625783771122282","-0,000171969355447091","-0,0000454692835555386","-0,000149338371721653","0,00067611724733452"
"1,31470212606115","2,03968179735089E-017","0,0000978420319284967","0,0000714243463749323","0,000178112587763751","-0,000143328972181512","0,000779402860337139","-0,000139132550998154","-0,000155159630637834","-0,0000880417567968638","-0,000138754580248791","0,000462364335541165"
"1,35226504394861","-0,015542743405432","0,0000209245608362458","0,0000164154408629335","0,000172768241313657","-0,0001223431574115","0,000681948046395064","-0,000202705927931886","-0,000123864742708827","-0,000121714702510785","-0,000112990332339013","0,000208437426505889"
